hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,educ_head,year,month,survey_wgt,ea,hhsize,headwork,educ_head2
4747-001-01,14,141,Rural,2,3,35,Male,24,2021,2,687.604882583718,NA,6,11,3
4747-001-01,14,141,Rural,2,3,35,Male,24,2021,2,687.604882583718,NA,6,17,3
4748-001-01,14,141,Rural,5,5,50,Male,18,2021,2,3657.53653257058,NA,5,1,2
4748-001-01,14,141,Rural,5,5,50,Male,18,2021,2,3657.53653257058,NA,5,10,2
4748-001-01,14,141,Rural,5,5,50,Male,18,2021,2,3657.53653257058,NA,5,14,2
4748-001-01,14,141,Rural,5,5,50,Male,18,2021,2,3657.53653257058,NA,5,17,2
4748-001-01,14,141,Rural,5,5,50,Male,18,2021,2,3657.53653257058,NA,5,17,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,1,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,1,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,1,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,14,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,14,2
4749-001-01,14,141,Rural,1,2,39,Male,18,2021,2,1681.01339141567,NA,6,17,2
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,1,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,10,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,1,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,14,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,14,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,14,1
4750-001-01,14,141,Rural,2,2,51,Female,14,2021,2,1297.41335185232,NA,7,14,1
4750-001-02,14,141,Rural,4,5,38,Male,18,2021,2,2137.21222861372,NA,3,1,2
4750-001-02,14,141,Rural,4,5,38,Male,18,2021,2,2137.21222861372,NA,3,10,2
4750-001-02,14,141,Rural,4,5,38,Male,18,2021,2,2137.21222861372,NA,3,17,2
4750-001-05,14,141,Rural,4,5,32,Male,18,2021,2,1897.98764536566,NA,3,10,2
4750-001-05,14,141,Rural,4,5,32,Male,18,2021,2,1897.98764536566,NA,3,10,2
4750-001-05,14,141,Rural,4,5,32,Male,18,2021,2,1897.98764536566,NA,3,14,2
4750-001-08,14,141,Rural,2,2,63,Female,17,2021,2,1507.33149446839,NA,5,1,1
4750-001-08,14,141,Rural,2,2,63,Female,17,2021,2,1507.33149446839,NA,5,1,1
4750-001-08,14,141,Rural,2,2,63,Female,17,2021,2,1507.33149446839,NA,5,1,1
4750-001-08,14,141,Rural,2,2,63,Female,17,2021,2,1507.33149446839,NA,5,1,1
4750-001-08,14,141,Rural,2,2,63,Female,17,2021,2,1507.33149446839,NA,5,1,1
4762-001-01,14,142,Rural,3,4,59,Female,NA,2021,10,1351.57740857757,NA,2,1,3
4762-001-01,14,142,Rural,3,4,59,Female,NA,2021,10,1351.57740857757,NA,2,14,3
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,10,2
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,1,2
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,1,2
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,1,2
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,17,2
4762-001-02,14,142,Rural,2,3,53,Male,18,2021,10,496.132476862475,NA,6,1,2
4762-001-03,14,142,Rural,1,1,48,Male,NA,2021,10,1840.34816540352,NA,4,1,3
4762-001-03,14,142,Rural,1,1,48,Male,NA,2021,10,1840.34816540352,NA,4,1,3
4762-001-03,14,142,Rural,1,1,48,Male,NA,2021,10,1840.34816540352,NA,4,17,3
4762-001-03,14,142,Rural,1,1,48,Male,NA,2021,10,1840.34816540352,NA,4,17,3
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,1,1
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,1,1
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,17,1
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,17,1
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,1,1
4762-001-04,14,142,Rural,1,2,24,Male,14,2021,10,1174.91619970911,NA,6,11,1
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,1,2
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,1,2
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,12,2
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,11,2
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,17,2
4763-001-01,14,142,Rural,1,2,49,Male,18,2021,10,969.677814563587,NA,6,17,2
4763-001-03,14,142,Rural,2,2,36,Male,13,2021,10,1832.33072897684,NA,4,1,1
4763-001-03,14,142,Rural,2,2,36,Male,13,2021,10,1832.33072897684,NA,4,1,1
4763-001-03,14,142,Rural,2,2,36,Male,13,2021,10,1832.33072897684,NA,4,17,1
4763-001-03,14,142,Rural,2,2,36,Male,13,2021,10,1832.33072897684,NA,4,17,1
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,1,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,1,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,1,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,1,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,1,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,11,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,17,2
4764-001-01,12,121,Rural,2,2,50,Male,18,2021,11,1736.02607501077,NA,8,17,2
4764-001-03,12,121,Rural,2,2,31,Male,18,2021,11,1954.48128197644,NA,4,1,2
4764-001-03,12,121,Rural,2,2,31,Male,18,2021,11,1954.48128197644,NA,4,1,2
4764-001-03,12,121,Rural,2,2,31,Male,18,2021,11,1954.48128197644,NA,4,17,2
4764-001-03,12,121,Rural,2,2,31,Male,18,2021,11,1954.48128197644,NA,4,17,2
4764-001-04,14,142,Rural,2,3,27,Male,NA,2021,10,1456.14863099879,NA,5,1,3
4764-001-04,14,142,Rural,2,3,27,Male,NA,2021,10,1456.14863099879,NA,5,1,3
4764-001-04,14,142,Rural,2,3,27,Male,NA,2021,10,1456.14863099879,NA,5,16,3
4764-001-04,14,142,Rural,2,3,27,Male,NA,2021,10,1456.14863099879,NA,5,17,3
4764-001-04,14,142,Rural,2,3,27,Male,NA,2021,10,1456.14863099879,NA,5,1,3
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,1,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,1,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,9,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,1,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,1,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,14,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,14,2
4764-001-08,14,142,Rural,3,4,63,Male,18,2021,10,1393.57070022469,NA,8,17,2
4765-001-01,14,142,Rural,2,2,40,Male,NA,2021,10,612.944712529523,NA,4,1,3
4765-001-01,14,142,Rural,2,2,40,Male,NA,2021,10,612.944712529523,NA,4,17,3
4765-001-01,14,142,Rural,2,2,40,Male,NA,2021,10,612.944712529523,NA,4,17,3
4765-001-01,14,142,Rural,2,2,40,Male,NA,2021,10,612.944712529523,NA,4,17,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,15,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,1,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,1,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,1,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,11,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,11,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,11,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,1,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,17,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,17,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,17,3
4765-001-02,14,142,Rural,1,1,87,Male,NA,2021,10,2110.09929967546,NA,12,17,3
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,1,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,1,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,14,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,14,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,16,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,16,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,17,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,17,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,17,2
4766-001-01,14,142,Rural,2,2,47,Male,18,2021,10,372.349354327359,NA,10,16,2
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,14,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,14,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,16,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,16,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,14,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,14,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,14,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,1,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,16,1
4766-001-03,14,142,Rural,1,2,78,Male,15,2021,10,376.510522613227,NA,24,17,1
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,1,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,1,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,11,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,14,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,14,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,17,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,17,2
4766-001-04,14,142,Rural,1,2,24,Male,18,2021,10,1258.96825159346,NA,8,15,2
4766-001-05,14,142,Rural,2,2,23,Male,NA,2021,10,1614.01487910719,NA,5,1,3
4766-001-05,14,142,Rural,2,2,23,Male,NA,2021,10,1614.01487910719,NA,5,1,3
4766-001-05,14,142,Rural,2,2,23,Male,NA,2021,10,1614.01487910719,NA,5,1,3
4766-001-05,14,142,Rural,2,2,23,Male,NA,2021,10,1614.01487910719,NA,5,17,3
4766-001-05,14,142,Rural,2,2,23,Male,NA,2021,10,1614.01487910719,NA,5,17,3
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,16,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,16,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,17,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,17,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,17,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,16,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,16,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,17,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,1,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,16,1
4766-001-10,14,142,Rural,1,1,41,Female,15,2021,10,2470.73829309234,NA,18,14,1
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,1,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,1,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,11,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,11,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,17,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,11,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,17,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,17,3
4767-001-01,14,142,Rural,2,2,41,Male,NA,2021,10,1933.08537707182,NA,9,17,3
4768-001-01,8,81,Rural,2,3,53,Male,18,2021,12,1154.8750825996501,NA,5,1,2
4768-001-01,8,81,Rural,2,3,53,Male,18,2021,12,1154.8750825996501,NA,5,1,2
4768-001-01,8,81,Rural,2,3,53,Male,18,2021,12,1154.8750825996501,NA,5,11,2
4768-001-01,8,81,Rural,2,3,53,Male,18,2021,12,1154.8750825996501,NA,5,11,2
4768-001-01,8,81,Rural,2,3,53,Male,18,2021,12,1154.8750825996501,NA,5,11,2
4768-001-02,14,142,Rural,4,5,44,Female,18,2021,10,2137.17633451595,NA,5,1,2
4768-001-02,14,142,Rural,4,5,44,Female,18,2021,10,2137.17633451595,NA,5,1,2
4768-001-02,14,142,Rural,4,5,44,Female,18,2021,10,2137.17633451595,NA,5,7,2
4768-001-02,14,142,Rural,4,5,44,Female,18,2021,10,2137.17633451595,NA,5,17,2
4768-001-02,14,142,Rural,4,5,44,Female,18,2021,10,2137.17633451595,NA,5,17,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,10,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,16,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,14,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,14,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,11,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,11,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,17,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,17,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,11,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,17,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,17,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4769-001-01,14,142,Rural,3,4,47,Male,18,2021,10,982.061262140494,NA,18,1,2
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,1,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,1,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,16,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,16,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,17,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,17,3
4781-001-01,14,143,Rural,1,1,29,Male,NA,2021,10,3443.5954063837,NA,7,17,3
4782-001-01,23,233,Rural,3,4,56,Female,18,2021,12,3023.56618030929,NA,5,1,2
4782-001-01,23,233,Rural,3,4,56,Female,18,2021,12,3023.56618030929,NA,5,1,2
4782-001-01,23,233,Rural,3,4,56,Female,18,2021,12,3023.56618030929,NA,5,17,2
4782-001-01,23,233,Rural,3,4,56,Female,18,2021,12,3023.56618030929,NA,5,17,2
4782-001-01,23,233,Rural,3,4,56,Female,18,2021,12,3023.56618030929,NA,5,17,2
4782-001-02,14,142,Rural,4,5,28,Male,16,2021,10,4404.76445314872,NA,1,1,1
4782-001-03,14,142,Rural,2,3,29,Male,18,2021,10,4696.44408448611,NA,2,1,2
4782-001-03,14,142,Rural,2,3,29,Male,18,2021,10,4696.44408448611,NA,2,1,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,1,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,1,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,1,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,11,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,15,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,1,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,12,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,12,2
4783-001-01,14,142,Rural,3,3,58,Male,18,2021,10,577.066060544705,NA,14,14,2
4783-001-03,9,95,Rural,5,5,31,Male,34,2021,12,4761.82982949774,NA,3,5,3
4783-001-03,9,95,Rural,5,5,31,Male,34,2021,12,4761.82982949774,NA,3,16,3
4783-001-03,9,95,Rural,5,5,31,Male,34,2021,12,4761.82982949774,NA,3,17,3
4783-001-04,14,142,Rural,2,2,29,Male,24,2021,10,3499.28091912242,NA,5,1,3
4783-001-04,14,142,Rural,2,2,29,Male,24,2021,10,3499.28091912242,NA,5,1,3
4783-001-04,14,142,Rural,2,2,29,Male,24,2021,10,3499.28091912242,NA,5,14,3
4783-001-04,14,142,Rural,2,2,29,Male,24,2021,10,3499.28091912242,NA,5,17,3
4783-001-04,14,142,Rural,2,2,29,Male,24,2021,10,3499.28091912242,NA,5,17,3
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,1,2
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,1,2
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,1,2
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,14,2
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,16,2
4783-001-06,14,142,Rural,4,4,51,Male,18,2021,10,5050.2908127763,NA,6,1,2
4785-001-01,14,142,Rural,1,1,69,Male,NA,2021,10,7924.13038785634,NA,5,1,3
4785-001-01,14,142,Rural,1,1,69,Male,NA,2021,10,7924.13038785634,NA,5,1,3
4785-001-01,14,142,Rural,1,1,69,Male,NA,2021,10,7924.13038785634,NA,5,11,3
4785-001-01,14,142,Rural,1,1,69,Male,NA,2021,10,7924.13038785634,NA,5,16,3
4785-001-01,14,142,Rural,1,1,69,Male,NA,2021,10,7924.13038785634,NA,5,17,3
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,1,2
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,1,2
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,14,2
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,14,2
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,17,2
4786-001-01,14,141,Rural,2,3,42,Male,18,2021,11,3199.24782088475,NA,6,17,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,1,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,1,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,1,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,1,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,14,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,14,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,14,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,17,2
4788-001-01,14,142,Rural,2,3,53,Male,18,2021,10,2679.9489433626,NA,9,17,2
4788-001-03,19,193,Rural,5,5,24,Male,25,2021,12,5088.51476928785,NA,2,7,3
4788-001-03,19,193,Rural,5,5,24,Male,25,2021,12,5088.51476928785,NA,2,10,3
4789-001-01,14,142,Rural,4,5,39,Male,18,2021,10,8466.09532832175,NA,4,6,2
4789-001-01,14,142,Rural,4,5,39,Male,18,2021,10,8466.09532832175,NA,4,1,2
4789-001-01,14,142,Rural,4,5,39,Male,18,2021,10,8466.09532832175,NA,4,14,2
4789-001-01,14,142,Rural,4,5,39,Male,18,2021,10,8466.09532832175,NA,4,17,2
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,11,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,17,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-01,14,143,Rural,2,3,73,Male,NA,2021,2,2416.90076158312,NA,16,1,3
4800-001-02,14,143,Rural,2,2,47,Male,18,2021,2,571.868563219989,NA,9,1,2
4800-001-02,14,143,Rural,2,2,47,Male,18,2021,2,571.868563219989,NA,9,1,2
4800-001-02,14,143,Rural,2,2,47,Male,18,2021,2,571.868563219989,NA,9,11,2
