hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
1823-001-01,1,15,Urban,4,2,39,Female,2021,10,3,10,18,2
1823-001-02,1,15,Urban,4,2,27,Male,2021,10,3,10,24,3
1824-001-01,1,15,Urban,5,4,54,Male,2021,10,6,10,18,2
1836-001-01,1,15,Rural,2,3,60,Female,2021,1,2,1,NA,3
1837-001-01,1,15,Rural,1,1,71,Male,2021,1,5,1,NA,3
1838-001-01,1,15,Rural,2,2,53,Female,2021,1,6,1,18,2
1839-001-01,1,15,Rural,2,2,34,Male,2021,1,7,1,NA,3
1840-001-01,1,15,Rural,1,2,38,Male,2021,1,5,1,18,2
1840-001-03,1,15,Rural,4,5,20,Male,2021,1,2,1,12,1
1841-001-01,1,15,Rural,3,3,55,Male,2021,1,4,1,18,2
1842-001-01,1,15,Rural,1,1,92,Male,2021,1,2,1,NA,3
1843-001-01,1,15,Rural,2,3,51,Male,2021,1,7,1,18,2
1843-001-03,1,15,Rural,4,5,29,Male,2021,1,1,7,13,1
1856-001-01,1,17,Rural,2,3,75,Male,2021,1,3,1,15,1
1856-001-04,1,17,Rural,3,4,28,Male,2021,1,2,1,18,2
1857-001-01,1,17,Rural,5,5,54,Male,2021,1,8,1,18,2
1857-001-02,1,17,Rural,2,3,24,Male,2021,1,3,1,NA,3
1858-001-01,1,17,Rural,1,1,34,Male,2021,1,9,1,NA,3
1858-001-08,1,17,Rural,1,2,92,Male,2021,1,2,16,NA,3
1858-001-09,1,17,Rural,2,3,78,Female,2021,1,5,1,NA,3
1859-001-01,1,17,Rural,2,2,36,Male,2021,1,6,1,18,2
1860-001-01,1,17,Rural,2,2,49,Male,2021,1,6,1,18,2
1860-001-03,1,17,Rural,5,5,27,Male,2021,1,1,1,18,2
1861-001-01,1,17,Rural,3,3,46,Male,2021,1,2,1,NA,3
1862-001-01,1,17,Rural,4,4,48,Male,2021,1,5,1,18,2
1874-001-01,25,251,Rural,2,2,79,Male,2021,1,5,1,NA,3
1875-001-01,25,251,Rural,1,2,62,Male,2021,1,6,1,18,2
1875-001-03,25,251,Rural,1,1,26,Male,2021,1,6,1,18,2
1875-001-07,25,251,Rural,1,1,27,Male,2021,1,3,1,NA,3
1876-001-02,25,251,Rural,1,1,61,Female,2021,1,14,1,NA,3
1876-001-04,25,251,Rural,2,2,30,Male,2021,1,3,1,18,2
1877-001-02,19,198,Rural,1,1,65,Male,2021,1,17,1,2,1
1877-001-04,25,251,Rural,1,1,60,Male,2021,1,10,1,NA,3
1879-001-01,25,251,Rural,1,2,80,Female,2021,1,3,11,NA,3
1880-001-01,25,251,Rural,2,2,30,Male,2021,1,6,2,14,1
1893-001-01,25,251,Rural,1,1,45,Female,2021,2,8,1,18,2
1896-001-01,25,251,Rural,5,5,52,Male,2021,2,5,10,24,3
1896-001-03,25,255,Rural,5,5,26,Female,2021,10,1,5,43,3
1897-001-01,25,251,Rural,3,3,45,Male,2021,2,8,3,18,2
1898-001-01,25,251,Rural,3,4,42,Male,2021,2,4,9,24,3
1898-001-03,6,61,Rural,5,5,23,Female,2021,10,1,5,25,3
1899-001-02,25,251,Rural,1,1,62,Female,2021,2,8,11,18,2
1902-001-01,25,251,Rural,3,3,42,Male,2021,2,9,1,12,1
1913-001-01,25,251,Urban,5,4,45,Male,2021,10,4,8,22,3
1915-001-01,25,256,Urban,4,3,44,Male,2021,10,5,7,32,3
1916-001-01,25,251,Urban,5,4,51,Male,2021,10,3,3,13,1
1917-001-01,25,251,Urban,1,1,48,Male,2021,10,3,10,24,3
1917-001-05,19,193,Urban,4,2,24,Male,2021,12,5,10,18,2
1918-001-01,25,251,Urban,3,2,48,Male,2021,10,7,8,25,3
1922-001-01,25,256,Urban,5,5,33,Male,2021,10,6,7,24,3
1931-001-01,25,253,Rural,1,1,57,Female,2021,10,8,10,13,1
1932-001-01,25,253,Rural,3,3,44,Male,2021,10,9,9,18,2
1932-001-02,17,177,Rural,3,4,33,Male,2022,1,5,1,18,2
1932-001-04,25,253,Rural,1,2,62,Female,2021,10,10,1,NA,3
1932-001-05,17,177,Rural,4,4,24,Male,2022,1,2,7,24,3
1932-001-08,25,253,Rural,1,1,60,Female,2021,10,4,1,18,2
1933-001-01,25,253,Rural,1,1,36,Male,2021,10,9,1,NA,3
1934-001-01,25,253,Rural,1,1,46,Female,2021,10,17,1,17,1
1935-001-01,25,253,Rural,1,1,36,Male,2021,10,5,1,17,1
1935-001-06,25,253,Rural,3,4,55,Female,2021,10,3,1,NA,3
1936-001-01,25,253,Rural,2,2,56,Female,2021,10,4,1,NA,3
1936-001-02,25,253,Rural,1,2,27,Male,2021,10,6,1,18,2
1936-001-04,25,251,Rural,1,1,49,Male,2021,12,15,1,18,2
1937-001-02,25,253,Rural,1,1,47,Female,2021,10,9,1,NA,3
1938-001-01,18,184,Rural,5,5,34,Male,2021,11,6,5,NA,3
1938-001-02,18,182,Rural,5,5,68,Female,2021,12,3,1,15,1
1950-001-02,25,255,Rural,4,4,49,Female,2021,1,3,1,18,2
1951-001-02,25,255,Rural,3,4,36,Female,2021,1,1,10,NA,3
1952-001-02,25,255,Rural,4,5,57,Female,2021,1,4,1,NA,3
1954-001-01,25,255,Rural,3,3,49,Male,2021,1,8,2,18,2
1955-001-01,25,255,Rural,5,5,44,Male,2021,1,9,10,18,2
1956-001-01,25,255,Rural,5,5,53,Male,2021,1,9,8,18,2
1957-001-01,25,255,Rural,2,2,55,Female,2021,1,3,1,18,2
1969-001-01,11,111,Rural,1,2,57,Female,2021,11,4,1,17,1
1970-001-02,11,111,Rural,1,2,41,Female,2021,11,5,16,18,2
1971-001-01,11,111,Rural,4,4,67,Female,2021,11,1,1,18,2
1971-001-02,12,128,Rural,2,3,45,Male,2022,1,7,7,18,2
1972-001-01,11,111,Rural,3,4,65,Female,2021,12,3,1,NA,3
1972-001-02,11,111,Rural,4,5,47,Male,2021,11,6,1,18,2
1972-001-05,11,112,Rural,5,5,21,Male,2021,12,1,10,18,2
1973-001-01,11,111,Rural,1,1,66,Male,2021,11,1,1,15,1
1974-001-01,11,111,Rural,4,5,60,Male,2021,11,2,10,14,1
1975-001-02,7,72,Urban,4,3,42,Male,2021,12,7,10,18,2
1976-001-01,11,111,Rural,4,4,74,Female,2021,11,6,1,14,1
1988-001-01,11,112,Urban,3,2,43,Male,2021,1,6,1,18,2
1988-001-06,22,224,Urban,2,1,37,Male,2021,2,7,1,18,2
1988-001-07,22,224,Urban,3,2,55,Male,2021,2,6,1,18,2
1989-001-01,11,112,Urban,1,1,55,Female,2021,1,3,1,NA,3
1990-001-01,11,112,Urban,2,1,41,Male,2021,1,7,1,18,2
1991-001-01,11,112,Urban,3,2,31,Male,2021,1,5,10,24,3
1991-001-04,11,112,Urban,5,4,29,Male,2021,1,4,10,24,3
1992-001-01,11,112,Urban,4,3,28,Male,2021,1,4,10,18,2
1993-001-01,11,112,Urban,1,1,38,Female,2021,1,5,1,18,2
1994-001-01,11,112,Urban,2,1,78,Female,2021,1,6,1,15,1
1994-001-03,11,111,Urban,4,3,60,Male,2021,2,6,1,18,2
2007-001-01,11,112,Rural,4,5,40,Male,2021,1,4,1,18,2
2008-001-01,11,112,Rural,3,3,40,Male,2021,1,7,1,18,2
2009-001-01,11,112,Rural,4,4,52,Female,2021,1,4,1,18,2
2009-001-03,11,112,Rural,5,5,24,Female,2021,1,2,7,18,2
2009-001-04,11,541,Rural,3,4,26,Male,2021,1,5,7,18,2
2009-001-06,11,112,Rural,2,3,41,Female,2021,1,6,1,18,2
2010-001-01,11,112,Rural,5,5,34,Male,2021,1,4,1,22,3
2011-001-01,11,112,Rural,5,5,29,Male,2021,1,4,1,18,2
2012-001-01,11,112,Rural,4,4,40,Male,2021,1,4,9,18,2
2013-001-01,11,112,Rural,2,3,43,Female,2021,1,4,1,18,2
2014-001-01,11,112,Rural,4,4,59,Female,2021,1,2,1,16,1
2014-001-02,11,112,Rural,1,1,30,Male,2021,1,4,1,14,1
2026-001-01,11,111,Urban,5,5,31,Male,2021,11,1,7,24,3
2027-001-01,11,113,Urban,2,1,36,Male,2021,11,6,1,NA,3
2028-001-01,11,113,Urban,2,1,85,Female,2021,11,5,1,13,1
2029-001-01,11,113,Urban,4,3,45,Male,2021,11,4,1,14,1
2030-001-01,11,113,Urban,3,1,53,Female,2021,11,4,1,18,2
2031-001-01,11,113,Urban,4,2,47,Male,2021,11,4,10,18,2
2032-001-01,11,113,Urban,4,3,36,Male,2021,11,2,9,42,3
2033-001-01,11,113,Urban,4,4,38,Male,2021,11,5,1,18,2
2045-001-01,11,114,Rural,3,3,52,Female,2021,1,6,1,18,2
2045-001-02,11,114,Rural,3,4,23,Male,2021,1,3,1,NA,3
2046-001-01,11,114,Rural,3,4,67,Male,2021,1,6,1,NA,3
2047-001-01,11,114,Rural,3,3,76,Female,2021,1,3,1,NA,3
2048-001-01,11,114,Rural,3,4,59,Male,2021,1,5,1,18,2
2049-001-01,11,114,Rural,2,2,48,Male,2021,1,5,1,18,2
2050-001-02,11,114,Rural,2,3,41,Female,2021,1,1,1,17,1
2051-001-01,11,114,Rural,2,3,44,Male,2021,1,5,1,18,2
2052-001-01,11,114,Rural,4,4,51,Male,2021,1,1,1,16,1
2064-001-01,18,181,Rural,1,1,94,Male,2021,1,1,15,NA,3
2065-001-01,18,181,Rural,1,2,52,Male,2021,1,8,1,18,2
2066-001-01,18,181,Rural,5,5,54,Male,2021,1,7,1,18,2
2067-001-01,18,181,Rural,2,2,57,Male,2021,1,8,1,18,2
2068-001-01,18,181,Rural,2,2,48,Male,2021,1,11,1,13,1
2069-001-01,18,181,Rural,2,3,42,Male,2021,1,5,1,18,2
2070-001-01,18,181,Rural,4,4,84,Male,2021,1,5,1,NA,3
2072-001-01,18,181,Rural,2,2,49,Female,2021,1,5,1,16,1
2072-001-02,18,181,Rural,3,3,26,Male,2021,1,4,7,18,2
2083-001-01,18,181,Rural,4,5,69,Male,2021,11,4,15,15,1
2083-001-03,18,181,Urban,5,4,32,Male,2021,11,4,10,24,3
2085-001-01,18,181,Rural,4,5,57,Male,2021,11,5,5,18,2
2086-001-01,18,181,Urban,2,1,51,Male,2021,11,8,1,NA,3
2087-001-01,18,181,Urban,4,3,36,Male,2021,12,5,7,25,3
2088-001-01,18,181,Urban,4,3,36,Male,2021,11,3,1,18,2
2089-001-01,18,181,Urban,4,4,67,Female,2021,11,4,1,19,3
2089-001-02,1,15,Urban,5,5,28,Male,2021,12,2,10,24,3
2090-001-01,18,181,Urban,2,1,32,Male,2021,11,6,8,25,3
2102-001-01,18,181,Rural,2,2,31,Male,2021,2,6,1,NA,3
2103-001-01,18,181,Rural,3,4,55,Female,2021,2,6,1,15,1
2105-001-01,18,183,Rural,3,4,55,Male,2021,2,4,1,NA,3
2105-001-02,18,181,Rural,1,2,26,Male,2021,2,6,1,16,1
2106-001-01,18,181,Rural,2,2,37,Male,2021,2,5,1,21,3
2107-001-01,18,181,Rural,4,4,42,Male,2021,2,7,1,18,2
2108-001-01,18,181,Rural,3,4,50,Male,2021,2,2,1,14,1
2109-001-01,18,181,Rural,1,1,38,Male,2021,2,8,1,NA,3
2110-001-01,18,181,Rural,4,5,75,Male,2021,10,2,1,15,1
2121-001-01,18,182,Rural,2,2,50,Male,2021,10,2,1,13,1
2122-001-01,18,182,Rural,1,1,45,Male,2021,10,5,1,18,2
2123-001-01,18,182,Rural,2,2,83,Male,2021,10,9,15,16,1
2123-001-02,18,182,Rural,3,3,33,Male,2021,10,6,1,18,2
2124-001-01,18,182,Rural,1,2,45,Male,2021,10,7,1,18,2
2125-001-01,18,182,Rural,1,1,41,Male,2021,10,7,1,18,2
2126-001-01,18,182,Rural,3,3,46,Male,2021,10,6,1,13,1
2127-001-01,18,182,Rural,2,2,44,Male,2021,10,5,1,18,2
2128-001-01,18,182,Rural,3,4,56,Female,2021,10,1,NA,NA,3
2140-001-01,18,183,Rural,5,5,65,Male,2021,10,7,1,NA,3
2141-001-01,18,183,Rural,2,3,27,Male,2021,10,5,2,18,2
2142-001-01,18,183,Rural,3,3,71,Male,2021,10,2,1,NA,3
2143-001-01,18,183,Rural,4,4,51,Male,2021,10,3,1,NA,3
2143-001-02,18,183,Rural,1,1,69,Female,2021,10,6,1,NA,3
2143-001-04,7,71,Urban,4,3,27,Male,2022,1,4,1,18,2
2144-001-01,18,183,Rural,2,2,60,Male,2021,10,9,1,17,1
2145-001-01,18,183,Rural,4,4,45,Male,2021,10,3,1,18,2
2146-001-01,18,183,Rural,4,4,57,Male,2021,10,5,1,18,2
2146-001-03,18,183,Rural,2,2,51,Female,2021,10,9,1,18,2
2147-001-01,18,183,Rural,3,4,38,Male,2021,10,6,1,18,2
2159-001-01,18,183,Rural,1,1,41,Male,2021,1,9,1,15,1
2159-001-04,18,183,Rural,3,3,59,Female,2021,1,5,1,NA,3
2161-001-01,18,183,Rural,2,3,83,Male,2021,1,1,1,15,1
2161-001-03,18,183,Rural,2,2,48,Male,2021,1,4,1,18,2
2161-001-04,18,183,Rural,2,2,20,Male,2021,1,2,1,15,1
2162-001-01,18,183,Rural,4,5,61,Male,2021,1,1,NA,NA,3
2164-001-01,18,183,Rural,1,1,42,Male,2021,1,6,1,18,2
2165-001-01,18,183,Rural,3,4,50,Male,2021,1,9,1,13,1
2166-001-01,18,183,Rural,5,5,65,Female,2021,1,3,1,15,1
2178-001-01,18,183,Rural,5,5,40,Male,2021,2,6,5,43,3
2179-001-01,18,183,Rural,4,5,67,Male,2021,2,2,1,18,2
2179-001-03,18,183,Rural,4,5,23,Female,2021,2,1,7,25,3
2180-001-01,18,183,Rural,2,2,51,Male,2021,2,9,1,18,2
2181-001-01,18,183,Rural,4,5,55,Male,2021,2,3,1,18,2
2182-001-01,18,183,Rural,4,5,41,Male,2021,2,10,5,NA,3
2183-001-01,18,183,Rural,2,3,40,Female,2021,2,5,10,18,2
2184-001-01,18,183,Rural,2,2,61,Female,2021,2,7,1,18,2
2185-001-01,18,183,Rural,4,5,69,Male,2021,2,4,1,2,1
2197-001-01,18,184,Rural,1,2,30,Male,2021,1,11,1,18,2
2198-001-02,25,254,Rural,4,5,33,Male,2021,9,4,1,NA,3
2198-001-03,25,254,Rural,3,3,22,Male,2021,9,2,7,NA,3
2199-001-01,18,184,Rural,2,2,56,Male,2021,1,11,1,18,2
2199-001-03,18,184,Rural,5,5,29,Male,2021,1,1,NA,NA,3
2200-001-01,18,184,Rural,3,3,49,Male,2021,1,13,1,16,1
2200-001-03,18,184,Rural,2,2,37,Male,2021,1,5,1,NA,3
2201-001-01,25,255,Rural,1,2,60,Male,2021,9,6,1,18,2
2202-001-01,18,184,Rural,1,2,35,Male,2021,1,7,1,NA,3
2203-001-01,18,184,Rural,1,1,28,Male,2021,1,7,1,NA,3
2204-001-01,18,184,Rural,1,1,48,Male,2021,1,12,1,NA,3
2204-001-04,18,184,Rural,1,1,17,Female,2021,1,2,10,NA,3
2216-001-01,18,185,Rural,4,5,75,Female,2021,11,2,1,NA,3
2217-001-01,18,185,Rural,4,5,31,Female,2021,11,3,5,25,3
2217-001-02,18,181,Rural,3,4,56,Male,2021,12,6,1,18,2
2218-001-01,18,185,Rural,1,1,41,Male,2021,11,6,1,2,1
2219-001-01,18,185,Rural,2,2,45,Male,2021,11,5,9,2,1
2220-001-01,18,185,Rural,3,3,40,Female,2021,11,7,1,18,2
2221-001-01,18,185,Rural,2,3,38,Male,2021,11,5,1,18,2
2222-001-01,18,185,Rural,4,4,72,Male,2021,11,10,15,24,3
2222-001-04,25,251,Rural,5,5,29,Male,2021,12,1,5,NA,3
2222-001-08,18,183,Rural,2,3,32,Male,2021,12,8,9,25,3
2223-001-02,18,187,Rural,5,5,61,Female,2021,12,1,7,18,2
2235-001-01,18,187,Rural,3,4,84,Female,2020,12,3,1,NA,3
2236-001-01,18,187,Rural,1,1,41,Male,2020,12,10,1,18,2
2236-001-02,18,182,Rural,4,4,50,Male,2020,12,4,7,18,2
2237-001-01,18,187,Rural,1,1,42,Female,2020,12,9,1,18,2
2238-001-01,18,187,Rural,1,1,50,Female,2020,12,4,1,18,2
2239-001-01,18,187,Rural,1,1,61,Male,2020,12,7,1,18,2
2239-001-03,18,187,Rural,4,5,33,Female,2020,12,2,1,18,2
2240-001-02,19,194,Rural,5,5,26,Male,2021,2,1,9,24,3
2241-001-01,18,187,Rural,2,2,60,Male,2020,12,3,1,18,2
2242-001-01,18,187,Rural,1,1,83,Female,2020,12,3,15,15,1
2254-001-01,18,188,Rural,4,5,35,Male,2020,12,5,1,18,2
2255-001-01,18,188,Rural,2,3,42,Male,2020,12,8,1,17,1
2256-001-01,18,188,Rural,2,3,47,Male,2020,12,5,1,18,2
2256-001-03,18,188,Rural,3,3,25,Male,2020,12,4,1,18,2
2257-001-01,18,188,Rural,4,4,47,Male,2020,12,7,1,18,2
2258-001-01,18,188,Rural,2,2,35,Male,2020,12,5,1,18,2
2259-001-01,18,188,Rural,3,3,40,Male,2020,12,7,1,NA,3
2260-001-01,18,188,Rural,3,4,51,Male,2020,12,1,1,15,1
2273-001-01,54,541,Urban,4,3,26,Male,2021,1,3,7,22,3
2273-001-02,54,541,Urban,3,2,69,Male,2021,1,9,7,43,3
2274-001-01,54,541,Urban,2,1,81,Female,2021,1,6,11,NA,3
2275-001-01,54,541,Urban,5,4,46,Male,2021,1,7,7,24,3
2276-001-01,54,541,Urban,3,1,44,Male,2021,1,6,7,15,1
2277-001-01,54,541,Urban,3,2,62,Male,2021,1,2,1,19,3
2277-001-03,54,541,Urban,4,3,51,Female,2021,1,8,10,18,2
2278-001-02,54,541,Urban,4,4,61,Female,2021,1,7,11,13,1
2279-001-01,54,541,Urban,3,2,51,Male,2021,1,8,10,24,3
2280-001-01,54,541,Urban,4,3,51,Male,2021,1,8,1,17,1
2292-001-02,54,541,Rural,4,5,49,Female,2021,1,8,1,22,3
2292-001-05,7,73,Urban,4,3,38,Male,2022,1,5,10,24,3
2293-001-01,54,541,Rural,2,3,56,Female,2021,1,6,1,NA,3
2293-001-02,6,64,Rural,4,4,31,Male,2021,12,3,10,24,3
2293-001-03,53,532,Rural,5,5,23,Male,2021,1,3,7,22,3
2293-001-04,54,541,Rural,4,4,27,Male,2021,1,2,7,24,3
2293-001-05,53,531,Rural,4,5,34,Male,2021,2,4,10,18,2
2294-001-01,54,541,Rural,3,4,57,Male,2021,1,12,5,24,3
2295-001-01,54,541,Rural,2,3,46,Female,2021,1,5,1,NA,3
2296-001-01,54,541,Rural,1,1,49,Male,2021,1,12,10,14,1
2297-001-01,54,541,Rural,5,5,70,Female,2021,1,1,1,NA,3
2298-001-01,54,541,Rural,3,3,62,Male,2021,1,6,1,NA,3
2299-001-01,54,541,Rural,1,1,48,Male,2021,1,9,5,18,2
2311-001-01,54,542,Rural,5,5,45,Male,2021,1,7,1,NA,3
2311-001-04,54,542,Rural,3,4,35,Male,2021,1,4,1,24,3
2312-001-01,54,542,Rural,3,4,55,Male,2021,1,9,2,NA,3
2313-001-01,54,542,Rural,3,3,56,Female,2021,1,6,1,NA,3
2313-001-04,51,511,Rural,4,4,30,Male,2021,12,4,2,16,1
2314-001-02,54,542,Rural,4,4,36,Male,2021,1,6,9,18,2
2316-001-01,54,542,Rural,2,2,50,Male,2021,1,12,1,13,1
2317-001-01,54,542,Rural,1,1,54,Male,2021,1,9,2,13,1
2318-001-01,54,542,Rural,2,2,57,Male,2021,1,10,1,NA,3
2318-001-03,54,542,Rural,3,3,24,Male,2021,1,5,2,NA,3
2320-001-02,54,542,Rural,3,3,55,Female,2021,1,3,11,NA,3
2320-001-03,54,542,Rural,1,1,31,Male,2021,1,5,2,15,1
2330-001-01,54,542,Urban,3,2,69,Male,2021,1,4,10,NA,3
2330-001-03,54,542,Urban,2,1,54,Male,2021,1,11,9,NA,3
2331-001-02,54,542,Urban,3,2,33,Female,2021,1,6,10,17,1
2331-001-03,53,532,Urban,5,5,28,Male,2021,1,3,7,22,3
2332-001-01,54,542,Urban,2,1,56,Female,2021,1,5,10,NA,3
2332-001-02,54,542,Urban,4,3,23,Male,2021,1,3,7,23,3
2332-001-03,7,75,Urban,5,5,31,Male,2021,12,3,7,22,3
2333-001-01,54,542,Urban,4,3,52,Male,2021,1,3,10,22,3
2333-001-04,53,531,Urban,4,3,50,Male,2021,2,4,10,21,3
2334-001-01,54,542,Urban,3,2,63,Female,2021,1,2,1,16,1
2335-001-01,54,542,Urban,4,3,37,Male,2021,1,7,10,24,3
2336-001-01,54,542,Urban,2,1,46,Male,2021,1,8,10,24,3
2337-001-01,54,542,Urban,5,4,40,Male,2021,1,6,13,NA,3
2337-001-02,54,542,Urban,3,1,63,Female,2021,1,7,9,24,3
2337-001-03,54,542,Urban,4,3,32,Male,2021,1,4,10,22,3
2349-001-01,54,542,Rural,1,1,59,Male,2021,1,6,1,14,1
2349-001-03,54,542,Rural,4,4,32,Male,2021,1,2,2,17,1
2349-001-04,53,531,Rural,3,4,28,Male,2021,1,3,10,24,3
2350-001-03,55,552,Urban,4,3,30,Male,2021,1,5,2,18,2
2352-001-02,54,542,Rural,2,2,65,Female,2021,1,2,1,NA,3
2352-001-03,54,542,Rural,4,5,34,Male,2021,1,5,2,NA,3
2352-001-04,54,542,Rural,3,3,45,Male,2021,1,6,5,24,3
2352-001-06,54,542,Rural,4,4,31,Male,2021,1,4,7,24,3
2352-001-07,54,542,Rural,4,4,36,Male,2021,1,3,1,14,1
2353-001-01,54,542,Urban,3,2,61,Male,2021,1,6,2,NA,3
2353-001-03,54,542,Rural,3,3,46,Male,2021,1,10,1,NA,3
2353-001-04,54,542,Rural,4,5,27,Male,2021,1,4,10,22,3
2353-001-05,54,542,Rural,5,5,26,Male,2021,1,3,1,15,1
2354-001-01,54,542,Rural,2,3,60,Male,2021,1,8,5,25,3
2354-001-04,54,541,Urban,3,2,27,Male,2021,1,5,7,18,2
2355-001-01,54,542,Rural,1,2,58,Male,2021,1,11,1,18,2
2356-001-01,54,542,Rural,1,1,41,Male,2021,1,8,1,NA,3
2360-001-01,54,542,Urban,2,1,40,Male,2021,1,5,5,24,3
2368-001-01,51,511,Rural,4,5,29,Female,2021,10,4,11,17,1
2369-001-01,51,511,Rural,4,5,66,Female,2021,10,2,7,18,2
2371-001-01,51,511,Rural,3,4,71,Male,2021,10,7,1,NA,3
2371-001-03,53,532,Rural,4,5,34,Male,2021,10,3,5,22,3
2372-001-01,51,511,Rural,3,4,45,Male,2021,10,4,9,14,1
2372-001-03,53,531,Rural,4,5,33,Male,2021,10,3,9,22,3
2373-001-02,51,511,Rural,5,5,41,Male,2021,10,1,7,24,3
2373-001-03,51,511,Rural,4,4,42,Male,2021,10,4,9,18,2
2374-001-01,51,511,Rural,1,1,47,Male,2021,10,11,10,22,3
2375-001-01,51,511,Rural,3,3,38,Male,2021,10,3,9,NA,3
2376-001-01,51,511,Rural,3,3,76,Female,2021,10,2,11,NA,3
2387-001-01,51,511,Urban,3,2,66,Male,2021,10,4,7,18,2
2389-001-01,51,511,Urban,4,2,36,Male,2021,10,4,5,43,3
2389-001-02,51,511,Urban,3,2,52,Female,2021,10,6,1,NA,3
2390-001-01,51,511,Urban,2,1,44,Male,2021,10,8,7,16,1
2391-001-01,51,511,Urban,3,2,48,Male,2021,10,9,2,19,3
2392-001-01,51,511,Urban,2,1,51,Male,2021,10,9,2,15,1
2392-001-02,51,511,Urban,4,2,68,Male,2021,10,6,10,19,3
2393-001-01,51,511,Urban,1,1,49,Male,2021,10,9,9,17,1
2393-001-03,51,511,Urban,4,2,24,Male,2021,10,3,4,17,1
2394-001-01,51,511,Urban,2,1,59,Male,2021,10,4,2,NA,3
2398-001-01,51,511,Urban,2,1,66,Male,2021,10,5,2,23,3
2398-001-06,51,512,Urban,3,2,36,Male,2021,10,6,2,18,2
2406-001-01,51,511,Rural,2,3,38,Male,2021,10,6,7,22,3
2407-001-01,51,511,Rural,3,3,34,Male,2021,10,4,2,14,1
2408-001-02,51,511,Rural,5,5,71,Female,2021,10,1,1,NA,3
2409-001-01,51,511,Rural,3,4,49,Male,2021,10,7,7,14,1
2410-001-01,51,511,Rural,3,3,36,Male,2021,10,7,7,15,1
2411-001-01,51,511,Rural,4,4,46,Male,2021,10,7,7,24,3
2411-001-02,51,512,Rural,1,2,42,Male,2021,10,8,7,21,3
2411-001-03,51,511,Rural,5,5,22,Male,2021,10,3,4,22,3
2412-001-01,51,511,Rural,2,3,46,Male,2021,10,5,2,14,1
2413-001-01,51,511,Rural,3,4,66,Female,2021,10,3,16,NA,3
2413-001-02,53,531,Rural,3,4,33,Male,2021,10,3,10,22,3
2413-001-03,51,511,Rural,3,4,26,Male,2021,10,2,4,24,3
2425-001-01,51,512,Rural,5,5,94,Male,2021,3,2,15,NA,3
2425-001-03,51,512,Rural,4,5,39,Male,2021,3,4,5,34,3
2426-001-01,51,512,Rural,3,4,61,Female,2021,3,7,1,15,1
2427-001-01,51,512,Rural,4,4,49,Male,2021,3,6,10,23,3
2428-001-01,51,512,Rural,2,3,43,Male,2021,3,8,1,19,3
2430-001-01,51,512,Rural,4,5,37,Male,2021,3,5,1,21,3
2431-001-01,51,512,Rural,2,2,36,Male,2021,3,6,10,22,3
2432-001-01,51,512,Rural,3,4,57,Male,2021,3,9,1,NA,3
2435-001-01,51,512,Rural,2,2,42,Male,2021,3,6,1,22,3
2444-001-01,23,231,Urban,1,1,37,Male,2021,3,7,7,14,1
2445-001-01,23,231,Urban,1,1,55,Male,2021,3,11,10,18,2
2445-001-02,23,231,Urban,1,1,38,Female,2021,3,5,7,NA,3
2446-001-01,23,231,Urban,3,2,50,Male,2021,3,8,5,24,3
2446-001-03,23,231,Urban,4,2,25,Male,2021,3,3,10,25,3
2447-001-01,23,231,Urban,5,5,72,Male,2021,3,6,15,15,1
2448-001-01,23,231,Urban,4,3,71,Female,2021,3,1,16,14,1
2448-001-02,23,231,Urban,3,2,25,Male,2021,3,4,7,18,2
2449-001-01,23,231,Urban,4,3,25,Male,2021,3,1,10,24,3
2449-001-02,23,231,Urban,2,1,22,Female,2021,3,4,10,NA,3
2450-001-01,23,231,Urban,1,1,39,Male,2021,3,5,NA,NA,3
2451-001-01,23,231,Urban,1,1,49,Male,2021,3,5,1,23,3
2463-001-02,23,232,Rural,3,4,47,Male,2021,11,6,1,18,2
2464-001-03,23,232,Rural,4,5,56,Female,2021,11,6,1,NA,3
2464-001-04,23,232,Rural,2,2,39,Male,2021,11,5,2,18,2
2464-001-08,23,231,Rural,4,4,20,Male,2021,11,3,7,24,3
2465-001-01,23,232,Rural,5,5,39,Male,2021,11,1,2,18,2
2466-001-01,23,232,Rural,4,5,35,Male,2021,11,4,10,24,3
2467-001-02,23,232,Rural,2,2,72,Female,2021,11,9,11,15,1
2467-001-03,23,231,Rural,2,2,28,Male,2021,11,3,10,24,3
2468-001-01,23,232,Rural,1,1,65,Male,2021,11,12,1,NA,3
2468-001-03,23,231,Rural,4,5,26,Male,2021,11,2,2,24,3
2469-001-01,12,123,Rural,4,4,37,Male,2022,1,6,5,25,3
2471-001-01,23,232,Rural,4,4,42,Male,2021,11,3,7,17,1
2482-001-01,23,233,Rural,1,1,38,Male,2021,1,6,1,18,2
2483-001-01,23,233,Rural,2,2,43,Male,2021,1,7,1,15,1
2484-001-01,23,233,Rural,1,1,42,Male,2021,1,7,1,NA,3
2485-001-01,23,234,Rural,3,4,30,Male,2021,1,4,1,16,1
2486-001-01,23,233,Rural,4,5,40,Male,2021,1,1,1,18,2
2486-001-02,23,234,Rural,1,1,42,Male,2021,1,6,1,24,3
2487-001-01,23,233,Rural,1,1,44,Male,2021,1,7,1,NA,3
2488-001-01,23,233,Rural,5,5,52,Male,2021,1,9,1,18,2
