hhid,adm1,adm2,res,sep_quintile,res_quintile,age_head,sex_head,year,month,hhsize,work_head,educ_head,educ_head2
9026-001-99,1,15,Urban,2,1,49,Male,2021,1,12,9,18,2
9027-001-99,1,15,Urban,4,3,25,Male,2021,1,6,9,18,2
9028-001-99,1,15,Urban,5,4,25,Male,2021,1,3,7,23,3
9029-001-99,1,15,Urban,4,3,78,Male,2021,1,5,1,15,1
9030-001-99,1,15,Urban,5,5,39,Male,2021,1,3,7,25,3
9031-001-99,1,15,Urban,5,4,60,Male,2021,1,8,10,16,1
9036-001-99,1,15,Urban,5,4,60,Male,2021,2,2,5,2,1
9037-001-99,1,15,Urban,1,1,78,Female,2021,2,3,1,15,1
9038-001-99,1,15,Urban,3,2,20,Male,2021,2,2,1,NA,3
9039-001-99,1,15,Urban,3,2,46,Male,2021,2,6,1,18,2
9041-001-99,1,15,Urban,3,2,42,Male,2021,2,7,1,17,1
9042-001-99,1,15,Urban,2,1,42,Male,2021,2,6,1,18,2
9043-001-99,1,15,Urban,1,1,61,Male,2021,2,3,1,18,2
9044-001-99,1,15,Urban,2,1,48,Male,2021,2,5,1,18,2
9048-001-99,1,15,Urban,4,3,25,Male,2021,2,3,9,21,3
9049-001-99,1,15,Urban,4,3,33,Female,2021,2,3,10,18,2
9050-001-99,1,15,Urban,4,3,66,Male,2021,2,3,16,18,2
9052-001-99,1,15,Urban,4,3,58,Male,2021,2,3,9,18,2
9053-001-99,1,15,Urban,5,4,44,Male,2021,2,6,10,23,3
9054-001-99,1,15,Urban,5,5,28,Male,2021,2,4,6,34,3
9055-001-99,1,15,Urban,5,4,64,Female,2021,2,2,10,18,2
9057-001-99,1,15,Urban,4,4,64,Male,2021,2,6,1,18,2
9060-001-99,1,15,Urban,5,4,27,Male,2021,3,3,10,24,3
9061-001-99,1,15,Urban,5,4,25,Male,2021,3,2,9,32,3
9062-001-99,1,15,Urban,3,2,33,Female,2021,3,2,7,NA,3
9063-001-99,1,15,Urban,5,5,36,Male,2021,3,3,10,14,1
9064-001-99,1,15,Urban,4,3,31,Male,2021,3,3,10,43,3
9065-001-99,1,15,Urban,2,1,40,Female,2021,3,3,10,18,2
9066-001-99,1,15,Urban,2,1,38,Female,2021,3,4,10,NA,3
9067-001-99,1,15,Urban,4,2,37,Female,2021,3,2,11,18,2
9072-001-99,1,15,Urban,3,2,34,Male,2021,5,4,1,21,3
9073-001-99,1,15,Urban,1,1,78,Male,2021,5,6,1,NA,3
9074-001-99,1,15,Urban,2,1,51,Female,2021,5,8,1,18,2
9075-001-99,1,15,Urban,1,1,55,Male,2021,5,5,1,18,2
9076-001-99,1,15,Urban,3,2,63,Male,2021,5,4,1,18,2
9077-001-99,1,15,Urban,1,1,50,Male,2021,5,5,1,18,2
9078-001-99,1,15,Urban,3,1,58,Female,2021,5,4,1,18,2
9079-001-99,1,15,Urban,1,1,59,Male,2021,5,6,1,18,2
9084-001-99,1,15,Urban,5,4,28,Male,2021,5,4,10,24,3
9085-001-99,1,15,Urban,4,3,58,Male,2021,5,9,10,18,2
9086-001-99,1,15,Urban,5,4,60,Female,2021,5,8,10,18,2
9087-001-99,1,15,Urban,5,4,58,Male,2021,5,5,10,18,2
9088-001-99,1,15,Urban,1,1,88,Male,2021,5,5,15,14,1
9089-001-99,1,15,Urban,4,3,35,Female,2021,5,3,7,13,1
9090-001-99,1,15,Urban,5,4,39,Male,2021,5,2,9,24,3
9091-001-99,1,15,Urban,5,4,44,Male,2021,5,4,9,18,2
9096-001-99,2,23,Urban,5,5,30,Male,2020,12,2,5,24,3
9097-001-99,2,23,Urban,2,1,43,Female,2020,12,3,10,18,2
9098-001-99,2,23,Urban,4,3,32,Male,2020,12,4,10,18,2
9099-001-99,2,23,Urban,4,2,57,Male,2020,12,6,10,18,2
9100-001-99,2,23,Urban,5,5,61,Female,2020,12,3,10,NA,3
9101-001-99,2,23,Urban,5,5,47,Female,2020,12,2,7,24,3
9102-001-99,2,23,Urban,5,4,60,Female,2020,12,3,16,25,3
9103-001-99,2,23,Urban,5,5,59,Male,2020,12,4,7,18,2
9108-001-99,2,23,Urban,5,4,35,Male,2020,12,2,7,32,3
9109-001-99,2,23,Urban,5,5,21,Male,2020,12,1,8,25,3
9110-001-99,2,23,Urban,5,5,33,Male,2020,12,2,5,43,3
9111-001-99,2,23,Urban,5,5,31,Male,2020,12,1,10,22,3
9112-001-99,2,23,Urban,5,5,26,Male,2020,12,2,10,25,3
9113-001-99,2,23,Urban,5,5,28,Male,2020,12,1,7,41,3
9114-001-99,2,23,Urban,5,5,24,Male,2020,12,1,7,18,2
9115-001-99,2,23,Urban,4,2,25,Male,2020,12,4,7,22,3
9120-001-99,2,23,Urban,1,1,53,Male,2021,2,4,10,18,2
9121-001-99,2,23,Urban,4,3,59,Male,2021,2,6,1,18,2
9122-001-99,2,23,Urban,5,5,32,Male,2021,2,3,10,24,3
9123-001-99,2,23,Urban,4,3,38,Female,2021,2,1,10,18,2
9124-001-99,2,23,Urban,5,4,45,Male,2021,2,5,10,24,3
9125-001-99,2,23,Urban,4,2,35,Male,2021,2,3,7,18,2
9126-001-99,2,23,Urban,4,3,24,Female,2021,2,4,10,24,3
9127-001-99,2,23,Urban,2,1,63,Male,2021,2,5,10,18,2
9132-001-99,2,23,Urban,5,5,33,Female,2021,2,1,10,17,1
9133-001-99,2,23,Urban,4,3,28,Male,2021,2,3,7,18,2
9134-001-99,2,23,Urban,4,3,26,Female,2021,2,2,7,25,3
9135-001-99,2,23,Urban,3,2,27,Male,2021,2,1,7,42,3
9136-001-99,2,23,Urban,5,5,30,Female,2021,2,2,10,25,3
9137-001-99,2,23,Urban,5,4,39,Male,2021,2,5,5,24,3
9138-001-99,2,23,Urban,5,5,46,Female,2021,2,1,10,18,2
9139-001-99,2,23,Urban,5,4,57,Female,2021,2,4,10,18,2
9144-001-99,2,23,Urban,4,3,50,Male,2021,3,4,7,18,2
9145-001-99,2,23,Urban,4,3,64,Male,2021,3,2,10,18,2
9146-001-99,2,23,Urban,3,2,39,Female,2021,3,4,10,24,3
9147-001-99,2,23,Urban,5,5,34,Male,2021,3,4,7,25,3
9148-001-99,2,23,Urban,5,5,38,Female,2021,3,3,16,NA,3
9149-001-99,2,23,Urban,3,2,37,Male,2021,3,3,10,18,2
9150-001-99,2,23,Urban,5,4,26,Male,2021,3,1,13,25,3
9151-001-99,2,23,Urban,5,5,27,Female,2021,3,4,10,16,1
9156-001-99,2,23,Urban,5,5,48,Female,2021,5,1,10,24,3
9157-001-99,2,23,Urban,5,5,32,Male,2021,5,1,9,34,3
9158-001-99,2,23,Urban,4,3,44,Male,2021,5,5,NA,NA,3
9159-001-99,2,23,Urban,3,2,41,Male,2021,5,6,10,18,2
9160-001-99,2,23,Urban,4,3,26,Male,2021,5,3,5,18,2
9161-001-99,2,23,Urban,5,5,34,Male,2021,5,3,5,43,3
9162-001-99,2,23,Urban,4,2,33,Male,2021,5,3,7,24,3
9163-001-99,2,23,Urban,3,2,42,Male,2021,5,5,10,18,2
9168-001-99,2,23,Urban,1,1,37,Female,2021,6,4,10,18,2
9169-001-99,2,23,Urban,3,1,50,Male,2021,6,8,1,24,3
9170-001-99,2,23,Urban,2,1,52,Male,2021,6,5,1,18,2
9171-001-99,2,23,Urban,5,4,29,Male,2021,6,1,10,24,3
9172-001-99,2,23,Urban,5,5,50,Female,2021,6,2,1,24,3
9173-001-99,2,23,Urban,5,5,50,Female,2021,6,3,1,18,2
9174-001-99,2,23,Urban,5,5,59,Male,2021,6,1,10,18,2
9175-001-99,2,23,Urban,3,2,43,Female,2021,6,2,10,18,2
9181-001-99,4,44,Urban,4,3,68,Male,2020,12,7,1,15,1
9182-001-99,4,44,Urban,5,5,78,Male,2020,12,6,1,34,3
9183-001-99,4,44,Urban,4,3,54,Female,2020,12,6,10,15,1
9184-001-99,4,44,Urban,4,3,35,Male,2021,1,3,10,24,3
9187-001-99,4,44,Urban,4,2,35,Male,2021,1,4,5,41,3
9188-001-99,4,44,Urban,5,5,35,Male,2020,12,5,7,41,3
9189-001-99,4,44,Urban,5,5,45,Female,2021,1,4,9,18,2
9191-001-99,4,44,Urban,5,5,62,Female,2020,12,5,16,NA,3
9192-001-99,4,44,Urban,5,4,60,Male,2021,1,4,16,18,2
9193-001-99,4,44,Urban,4,2,75,Male,2021,1,6,1,15,1
9194-001-99,4,44,Urban,3,2,39,Male,2021,1,5,7,18,2
9195-001-99,4,44,Urban,4,3,29,Female,2021,1,4,16,25,3
9196-001-99,4,44,Urban,4,3,29,Male,2021,1,4,10,22,3
9197-001-99,4,44,Urban,3,2,66,Female,2021,1,13,10,18,2
9198-001-99,4,44,Urban,4,3,56,Female,2021,1,2,10,18,2
9199-001-99,4,44,Urban,4,3,47,Male,2021,1,6,5,43,3
9200-001-99,4,44,Urban,5,4,27,Female,2021,1,1,7,25,3
9204-001-99,4,44,Urban,3,2,30,Female,2021,3,3,10,23,3
9205-001-99,4,44,Urban,4,3,27,Female,2021,3,3,7,18,2
9206-001-99,4,44,Urban,4,3,26,Male,2021,3,3,7,34,3
9207-001-99,4,44,Urban,3,2,19,Female,2021,3,2,7,24,3
9208-001-99,4,44,Urban,3,2,58,Male,2021,3,1,10,18,2
9209-001-99,4,44,Urban,5,4,32,Male,2021,3,2,10,23,3
9210-001-99,4,44,Urban,4,3,45,Female,2021,3,3,10,15,1
9211-001-99,4,44,Urban,4,2,53,Male,2021,3,3,10,17,1
9216-001-99,4,44,Urban,3,2,31,Female,2021,5,4,7,18,2
9217-001-99,4,44,Urban,5,4,48,Female,2021,5,1,7,14,1
9218-001-99,4,44,Urban,5,4,29,Male,2021,5,2,7,34,3
9219-001-99,4,44,Urban,4,3,32,Male,2021,5,3,8,18,2
9220-001-99,4,44,Urban,3,2,41,Male,2021,5,6,10,18,2
9221-001-99,4,44,Urban,3,2,28,Male,2021,5,2,9,24,3
9222-001-99,4,44,Urban,4,3,60,Male,2021,5,11,5,32,3
9223-001-99,4,44,Urban,2,1,28,Male,2021,5,4,10,23,3
9228-001-99,4,44,Urban,4,3,47,Female,2021,6,1,10,18,2
9229-001-99,4,44,Urban,4,2,69,Male,2021,6,9,10,25,3
9230-001-99,4,44,Urban,5,5,29,Female,2021,6,1,10,24,3
9231-001-99,4,44,Urban,4,2,72,Male,2021,6,8,10,18,2
9232-001-99,4,44,Urban,4,3,48,Female,2021,6,2,10,45,3
9233-001-99,4,44,Urban,5,5,36,Male,2021,6,1,7,18,2
9234-001-99,4,44,Urban,5,4,50,Female,2021,6,1,10,18,2
9235-001-99,4,44,Urban,5,4,58,Male,2021,6,1,10,18,2
9240-001-99,12,128,Urban,5,5,25,Female,2020,12,2,10,24,3
9241-001-99,12,128,Urban,2,1,32,Male,2020,12,4,7,24,3
9243-001-99,12,128,Urban,5,5,31,Male,2020,12,2,5,43,3
9244-001-99,12,128,Urban,3,2,29,Male,2020,12,2,1,24,3
9246-001-99,12,128,Urban,4,3,78,Male,2020,12,5,1,18,2
9247-001-99,12,128,Urban,5,4,46,Female,2020,12,3,7,18,2
9248-001-99,12,128,Urban,1,1,73,Male,2020,12,4,16,15,1
9250-001-99,12,128,Urban,3,2,76,Female,2020,12,6,16,NA,3
9252-001-99,12,128,Urban,5,4,35,Male,2020,12,2,7,24,3
9254-001-99,12,128,Urban,3,2,50,Male,2020,12,6,10,18,2
9256-001-99,12,128,Urban,5,5,64,Female,2020,12,1,10,NA,3
9258-001-99,12,128,Urban,5,5,33,Male,2020,12,5,10,18,2
9259-001-99,12,128,Urban,5,5,36,Male,2020,12,4,10,24,3
9260-001-99,12,128,Urban,3,2,43,Male,2020,12,6,7,18,2
9261-001-99,12,128,Urban,5,4,44,Male,2020,12,5,10,18,2
9262-001-99,12,128,Urban,2,1,42,Male,2020,12,7,10,18,2
9264-001-99,12,128,Urban,5,5,33,Male,2021,1,3,10,24,3
9265-001-99,12,128,Urban,5,5,24,Female,2021,1,1,10,25,3
9266-001-99,12,128,Urban,4,3,30,Male,2021,1,3,10,24,3
9267-001-99,12,128,Urban,5,4,31,Female,2021,1,2,10,18,2
9268-001-99,12,128,Urban,5,5,32,Male,2021,1,1,9,23,3
9269-001-99,12,128,Urban,2,1,34,Male,2021,1,6,7,13,1
9270-001-99,12,128,Urban,2,1,36,Male,2021,1,6,NA,NA,3
9271-001-99,12,128,Urban,5,5,43,Male,2021,2,6,5,24,3
9276-001-99,12,128,Urban,5,5,27,Male,2021,1,1,1,44,3
9277-001-99,12,128,Urban,5,4,34,Male,2021,1,5,9,18,2
9278-001-99,12,128,Urban,5,5,30,Female,2021,1,2,5,18,2
9279-001-99,12,128,Urban,4,3,26,Male,2021,1,3,7,34,3
9280-001-99,12,128,Urban,5,5,36,Male,2021,1,5,5,NA,3
9281-001-99,12,128,Urban,2,1,22,Male,2021,1,2,9,34,3
9282-001-99,12,128,Urban,3,2,44,Female,2021,1,4,5,34,3
9283-001-99,12,128,Urban,5,5,66,Female,2021,2,5,1,24,3
9288-001-99,12,128,Urban,4,3,65,Female,2021,2,4,1,14,1
9289-001-99,12,128,Urban,4,3,41,Male,2021,2,4,10,32,3
9290-001-99,12,128,Urban,3,2,26,Male,2021,2,2,7,18,2
9291-001-99,12,128,Urban,5,4,26,Female,2021,3,1,7,24,3
9292-001-99,12,128,Urban,3,2,75,Female,2021,2,3,16,NA,3
9293-001-99,12,128,Urban,2,1,41,Male,2021,2,6,10,18,2
9294-001-99,12,128,Urban,5,5,22,Female,2021,2,1,7,24,3
9295-001-99,12,128,Urban,3,2,50,Male,2021,2,6,10,18,2
9300-001-99,12,128,Urban,3,2,49,Female,2021,3,5,7,18,2
9301-001-99,12,128,Urban,5,5,36,Female,2021,3,2,10,18,2
9302-001-99,12,128,Urban,3,2,41,Male,2021,3,7,10,14,1
9303-001-99,12,128,Urban,3,2,41,Male,2021,3,6,7,18,2
9304-001-99,12,128,Urban,3,2,34,Male,2021,3,4,10,18,2
9305-001-99,12,128,Urban,5,5,31,Female,2021,3,2,5,NA,3
9306-001-99,12,128,Urban,5,5,33,Male,2021,3,4,8,45,3
9307-001-99,12,128,Urban,4,4,28,Male,2021,3,3,10,24,3
9312-001-99,12,128,Urban,5,4,34,Male,2021,5,6,10,43,3
9313-001-99,12,128,Urban,5,5,39,Female,2021,5,5,6,43,3
9314-001-99,12,128,Urban,5,5,29,Male,2021,5,4,5,43,3
9315-001-99,12,128,Urban,5,5,43,Female,2021,5,2,5,25,3
9316-001-99,12,128,Urban,5,5,39,Male,2021,5,7,7,43,3
9317-001-99,12,128,Urban,3,2,45,Male,2021,5,5,12,18,2
9318-001-99,12,128,Urban,5,4,48,Female,2021,5,3,10,18,2
9319-001-99,12,128,Urban,5,5,29,Female,2021,5,1,7,43,3
9324-001-99,12,128,Urban,4,2,23,Male,2021,6,3,1,18,2
9325-001-99,12,128,Urban,2,1,26,Male,2021,6,2,13,18,2
9326-001-99,12,128,Urban,3,2,59,Female,2021,6,6,1,NA,3
9327-001-99,12,128,Urban,2,1,49,Female,2021,6,5,1,18,2
9328-001-99,12,128,Urban,4,3,60,Male,2021,6,1,10,13,1
9329-001-99,12,128,Urban,1,1,38,Male,2021,6,6,1,18,2
9330-001-99,12,128,Urban,3,2,34,Male,2021,6,5,10,24,3
9331-001-99,12,128,Urban,4,2,76,Female,2021,6,1,1,NA,3
9336-001-99,19,193,Urban,2,1,78,Male,2020,12,10,16,15,1
9337-001-99,19,193,Urban,3,2,29,Male,2020,12,4,2,24,3
9338-001-99,19,193,Urban,3,2,50,Male,2020,12,8,10,18,2
9339-001-99,19,193,Urban,3,2,43,Male,2020,12,3,2,13,1
9340-001-99,19,193,Urban,1,1,80,Male,2020,12,11,7,14,1
9341-001-99,19,193,Urban,3,2,48,Male,2020,12,4,7,NA,3
9342-001-99,19,193,Urban,3,1,46,Female,2020,12,5,7,13,1
9344-001-99,19,193,Urban,4,2,50,Male,2020,12,9,7,18,2
9348-001-99,19,193,Urban,3,2,40,Male,2021,1,4,7,18,2
9349-001-99,19,193,Urban,5,5,31,Male,2021,1,3,7,18,2
9350-001-99,19,193,Urban,4,2,62,Female,2021,1,12,10,18,2
9351-001-99,19,193,Urban,3,2,26,Female,2021,1,4,10,24,3
9352-001-99,19,193,Urban,4,2,55,Male,2021,1,6,NA,NA,3
9353-001-99,19,193,Urban,3,2,53,Male,2021,1,5,2,18,2
9354-001-99,19,193,Urban,5,4,34,Female,2021,1,2,10,18,2
9355-001-99,19,193,Urban,3,1,59,Female,2021,1,2,10,NA,3
9360-001-99,19,193,Urban,3,2,37,Male,2021,2,6,7,18,2
9361-001-99,19,193,Urban,3,2,21,Male,2021,2,2,10,22,3
9362-001-99,19,193,Urban,5,5,37,Male,2021,2,1,10,18,2
9363-001-99,19,193,Urban,5,5,35,Female,2021,2,2,7,18,2
9364-001-99,19,193,Urban,3,2,32,Male,2021,2,5,7,18,2
9365-001-99,19,193,Urban,5,5,79,Male,2021,2,1,9,NA,3
9366-001-99,19,193,Urban,4,3,45,Male,2021,2,3,7,18,2
9367-001-99,19,193,Urban,3,2,57,Male,2021,2,7,7,22,3
9372-001-99,19,193,Urban,4,2,55,Female,2021,2,6,16,18,2
9373-001-99,19,193,Urban,1,1,45,Male,2021,2,8,10,18,2
9374-001-99,19,193,Urban,2,1,34,Male,2021,2,1,2,NA,3
9375-001-99,19,193,Urban,4,3,44,Male,2021,2,5,10,24,3
9376-001-99,19,193,Urban,5,4,36,Male,2021,2,5,5,43,3
9377-001-99,19,193,Urban,4,3,49,Male,2021,2,6,7,18,2
9378-001-99,19,193,Urban,3,2,41,Male,2021,2,3,1,42,3
9379-001-99,19,193,Urban,5,4,31,Male,2021,2,6,7,18,2
9384-001-99,19,193,Urban,3,2,35,Male,2021,3,6,NA,NA,3
9385-001-99,19,193,Urban,4,3,41,Female,2021,3,7,9,24,3
9386-001-99,19,193,Urban,5,4,62,Female,2021,3,11,1,13,1
9387-001-99,19,193,Urban,4,3,24,Male,2021,3,2,10,22,3
9388-001-99,19,193,Urban,4,4,29,Male,2021,3,3,9,14,1
9389-001-99,19,193,Urban,4,2,27,Female,2021,3,1,7,24,3
9390-001-99,19,193,Urban,5,5,55,Female,2021,3,2,10,22,3
9391-001-99,19,193,Urban,2,1,60,Female,2021,3,2,11,15,1
9396-001-99,19,193,Urban,4,3,28,Female,2021,3,3,10,43,3
9397-001-99,19,193,Urban,3,1,41,Male,2021,3,6,10,18,2
9398-001-99,19,193,Urban,5,5,69,Male,2021,3,5,8,34,3
9399-001-99,19,193,Urban,3,2,23,Male,2021,3,3,10,23,3
9400-001-99,19,193,Urban,5,5,30,Male,2021,3,4,9,43,3
9401-001-99,19,193,Urban,5,4,40,Male,2021,3,6,10,18,2
9402-001-99,19,193,Urban,5,5,24,Male,2021,3,1,10,NA,3
9403-001-99,19,193,Urban,5,5,23,Male,2021,3,1,10,NA,3
9408-001-99,19,193,Urban,4,3,30,Female,2021,5,2,10,22,3
9409-001-99,19,193,Urban,4,2,35,Male,2021,5,4,7,24,3
9410-001-99,19,193,Urban,4,3,28,Male,2021,5,2,10,23,3
9411-001-99,19,193,Urban,3,2,52,Female,2021,5,8,10,18,2
9412-001-99,19,193,Urban,5,4,49,Male,2021,5,2,9,22,3
9413-001-99,19,193,Urban,3,2,20,Male,2021,5,2,13,18,2
9414-001-99,19,193,Urban,1,1,43,Male,2021,5,7,7,18,2
9415-001-99,19,193,Urban,2,1,47,Male,2021,5,7,15,15,1
9420-001-99,1,15,Urban,5,4,70,Female,2021,6,7,8,16,1
9421-001-99,1,15,Urban,4,4,32,Male,2021,6,5,7,24,3
9422-001-99,1,15,Urban,3,2,34,Male,2021,6,4,5,41,3
9423-001-99,1,15,Urban,5,5,41,Male,2021,6,6,10,24,3
9424-001-99,1,15,Urban,3,1,43,Female,2021,6,6,10,18,2
9425-001-99,1,15,Urban,5,5,32,Female,2021,6,3,7,25,3
9426-001-99,1,15,Urban,3,2,44,Male,2021,6,4,10,18,2
9427-001-99,1,15,Urban,3,2,47,Male,2021,6,4,7,17,1
9432-001-99,1,15,Urban,5,4,46,Male,2021,7,3,10,18,2
9433-001-99,1,15,Urban,3,2,40,Male,2021,7,3,10,18,2
9434-001-99,1,15,Urban,4,2,49,Male,2021,7,8,1,18,2
9435-001-99,1,15,Urban,3,2,39,Male,2021,7,5,1,18,2
9436-001-99,1,15,Urban,4,3,41,Female,2021,7,4,10,NA,3
9437-001-99,1,15,Urban,3,2,29,Male,2021,7,5,9,18,2
9438-001-99,1,15,Urban,1,1,25,Male,2021,7,4,7,NA,3
9439-001-99,1,15,Urban,3,2,28,Male,2021,7,4,7,18,2
9444-001-99,1,15,Urban,5,4,31,Male,2021,8,4,10,25,3
9445-001-99,1,15,Urban,5,5,49,Male,2021,8,5,10,18,2
9446-001-99,1,15,Urban,5,5,44,Female,2021,8,6,9,24,3
9447-001-99,1,15,Urban,5,5,41,Male,2021,8,7,9,18,2
9448-001-99,1,15,Urban,4,2,30,Male,2021,8,5,7,24,3
9449-001-99,1,15,Urban,3,2,30,Male,2021,8,3,7,18,2
9450-001-99,1,15,Urban,5,4,68,Male,2021,8,2,10,NA,3
9451-001-99,1,15,Urban,4,3,34,Male,2021,8,4,7,NA,3
9456-001-99,1,15,Urban,2,1,29,Male,2021,8,4,1,24,3
9457-001-99,1,15,Urban,1,1,49,Female,2021,8,5,1,18,2
9458-001-99,1,15,Urban,3,2,25,Male,2021,8,3,1,NA,3
9459-001-99,1,15,Urban,4,3,54,Male,2021,8,5,1,18,2
9460-001-99,1,15,Urban,2,1,49,Male,2021,8,4,1,18,2
9461-001-99,1,15,Urban,2,1,53,Female,2021,8,2,1,18,2
9462-001-99,1,15,Urban,4,3,54,Female,2021,8,1,1,18,2
9463-001-99,1,15,Urban,2,1,18,Female,2021,8,2,1,NA,3
9468-001-99,1,15,Urban,4,3,31,Male,2021,8,5,1,22,3
9469-001-99,1,15,Urban,4,3,56,Female,2021,8,1,1,NA,3
9470-001-99,1,15,Urban,4,3,33,Male,2021,8,4,1,24,3
9471-001-99,1,15,Urban,2,1,61,Male,2021,8,4,1,NA,3
9472-001-99,1,15,Urban,1,1,33,Female,2021,8,6,9,NA,3
9473-001-99,1,15,Urban,5,5,45,Male,2021,8,2,5,34,3
9474-001-99,1,15,Urban,2,1,41,Male,2021,8,6,1,15,1
9475-001-99,1,15,Urban,4,2,36,Male,2021,8,5,1,NA,3
9480-001-99,1,15,Urban,5,4,26,Male,2021,9,2,7,24,3
9481-001-99,1,15,Urban,4,2,29,Male,2021,9,4,3,18,2
9482-001-99,1,15,Urban,4,2,47,Female,2021,9,3,10,18,2
9483-001-99,1,15,Urban,5,4,38,Female,2021,9,4,10,24,3
9484-001-99,1,15,Urban,2,1,41,Male,2021,9,5,7,17,1
9485-001-99,1,15,Urban,5,5,33,Male,2021,9,4,8,24,3
9486-001-99,1,15,Urban,5,5,32,Male,2021,9,5,5,43,3
9487-001-99,1,15,Urban,4,2,70,Male,2021,9,5,9,34,3
9492-001-99,1,15,Urban,5,4,28,Female,2021,10,2,10,18,2
9493-001-99,1,15,Urban,4,2,31,Male,2021,10,3,7,25,3
9494-001-99,1,15,Urban,3,2,21,Female,2021,10,3,10,18,2
9495-001-99,1,15,Urban,5,5,24,Male,2021,10,1,10,24,3
9496-001-99,1,15,Urban,4,2,27,Female,2021,10,2,10,18,2
9497-001-99,1,15,Urban,5,5,24,Female,2021,10,2,10,22,3
9498-001-99,1,15,Urban,4,3,45,Male,2021,10,6,1,18,2
9499-001-99,1,15,Urban,5,4,67,Female,2021,10,2,10,17,1
9504-001-99,1,15,Urban,2,1,35,Male,2021,11,6,7,25,3
9505-001-99,1,15,Urban,5,4,69,Male,2021,11,6,1,NA,3
9506-001-99,1,15,Urban,5,5,44,Male,2021,11,3,10,18,2
9507-001-99,1,15,Urban,4,2,37,Female,2021,11,5,10,14,1
9508-001-99,1,15,Urban,3,1,37,Female,2021,11,3,10,18,2
9509-001-99,1,15,Urban,2,1,41,Male,2021,11,5,10,18,2
9510-001-99,1,15,Urban,5,4,23,Male,2021,11,2,7,24,3
9511-001-99,1,15,Urban,3,1,44,Female,2021,11,4,10,15,1
9516-001-99,2,23,Urban,5,5,39,Male,2021,7,2,7,43,3
9517-001-99,2,23,Urban,5,5,27,Male,2021,7,1,14,NA,3
9518-001-99,2,23,Urban,5,5,28,Male,2021,7,4,3,33,3
9519-001-99,2,23,Urban,5,4,67,Male,2021,7,5,1,15,1
9520-001-99,2,23,Urban,5,5,36,Male,2021,7,3,7,NA,3
9521-001-99,2,23,Urban,5,4,34,Female,2021,7,3,10,18,2
9522-001-99,2,23,Urban,5,4,65,Female,2021,7,2,10,16,1
9523-001-99,2,23,Urban,5,5,28,Male,2021,7,2,5,34,3
9528-001-99,2,23,Urban,4,2,35,Male,2021,8,5,7,18,2
9529-001-99,2,23,Urban,3,1,67,Male,2021,8,1,16,23,3
9530-001-99,2,23,Urban,5,4,21,Male,2021,8,1,7,16,1
9531-001-99,2,23,Urban,2,1,36,Female,2021,8,2,10,18,2
9532-001-99,2,23,Urban,5,4,23,Male,2021,8,1,7,24,3
9533-001-99,2,23,Urban,4,3,37,Male,2021,8,4,10,18,2
9534-001-99,2,23,Urban,3,1,34,Female,2021,8,3,7,18,2
9535-001-99,2,23,Urban,4,2,41,Male,2021,8,6,7,18,2
9540-001-99,2,23,Urban,2,1,36,Female,2021,9,4,7,18,2
9541-001-99,2,23,Urban,5,5,23,Female,2021,9,1,7,24,3
9542-001-99,2,23,Urban,5,5,37,Female,2021,9,1,10,18,2
9543-001-99,2,23,Urban,4,3,45,Female,2021,9,4,7,18,2
9544-001-99,2,23,Urban,3,2,29,Female,2021,9,3,10,24,3
9545-001-99,2,23,Urban,4,3,27,Male,2021,9,2,7,24,3
9546-001-99,2,23,Urban,5,4,38,Male,2021,9,4,7,22,3
9547-001-99,2,23,Urban,5,5,37,Male,2021,9,4,10,21,3
9552-001-99,2,23,Urban,5,4,23,Male,2021,9,2,10,18,2
9553-001-99,2,23,Urban,5,4,37,Male,2021,9,3,5,18,2
9554-001-99,2,23,Urban,3,2,48,Female,2021,9,6,10,18,2
9555-001-99,2,23,Urban,5,4,25,Male,2021,9,2,14,NA,3
9556-001-99,2,23,Urban,3,2,68,Female,2021,9,7,11,NA,3
9557-001-99,2,23,Urban,4,3,31,Male,2021,9,4,7,24,3
9558-001-99,2,23,Urban,4,3,75,Female,2021,9,1,10,NA,3
9559-001-99,2,23,Urban,2,1,29,Male,2021,9,4,10,24,3
9564-001-99,2,23,Urban,4,3,48,Female,2021,10,3,10,18,2
9565-001-99,2,23,Urban,4,3,24,Female,2021,10,3,7,24,3
9566-001-99,2,23,Urban,2,1,28,Female,2021,10,4,7,18,2
9567-001-99,2,23,Urban,5,5,29,Male,2021,10,2,4,25,3
9568-001-99,2,23,Urban,4,4,29,Female,2021,10,2,10,24,3
9569-001-99,2,23,Urban,4,3,43,Male,2021,10,3,10,18,2
9570-001-99,2,23,Urban,5,5,26,Female,2021,10,3,10,23,3
9571-001-99,2,23,Urban,5,5,33,Female,2021,10,1,10,22,3
9576-001-99,2,23,Urban,5,4,53,Female,2021,11,5,5,34,3
9577-001-99,2,23,Urban,3,2,28,Male,2021,11,3,8,24,3
9578-001-99,2,23,Urban,3,2,41,Male,2021,11,5,1,17,1
9579-001-99,2,23,Urban,5,4,35,Male,2021,11,2,4,25,3
9580-001-99,2,23,Urban,3,2,30,Male,2021,11,4,7,24,3
9581-001-99,2,23,Urban,5,4,23,Male,2021,11,2,7,18,2
9582-001-99,2,23,Urban,2,1,55,Female,2021,11,5,16,18,2
9583-001-99,2,23,Urban,5,5,51,Female,2021,11,1,1,18,2
